Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Karina Lorentzen Dehnhardt;15
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Milo Jacobsen Gaarde;1
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;David Dam Jensen;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;John Hyrup Jensen;2
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Laurits Kaae;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Wanda Madsen;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Karin B. Nissen;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Lars Olesen;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Gunner Poulsen;0
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Susanne Stenstrop Thorsen;2
Sønderborgkredsen;1. Nordborg;F;SF - Socialistisk Folkeparti;Simon Dahl Verner;0
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Partiliste;100
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Henrik Dahl;25
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Carl Andersen;0
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Helena Artmann Andresen;6
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Mikkel Pedersen;1
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Tobias Pagh;2
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Carsten Andersen;0
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Kim Alexander Jensen;2
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Kenneth Kirkeby;0
Sønderborgkredsen;1. Nordborg;I;Liberal Alliance;Dorthe Wildt Nielsen;3
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Partiliste;9
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Mirjam Fibiger Olesen;1
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Søren Lydeking Pedersen;0
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Ester Esmarch;1
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Frits Simmelsgaard Kristensen;1
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Poul Harald Holm;1
Sønderborgkredsen;1. Nordborg;K;KD - Kristendemokraterne;Henrik Engelbrekt Refshauge;1
Sønderborgkredsen;1. Nordborg;M;Moderaterne;Partiliste;157
Sønderborgkredsen;1. Nordborg;M;Moderaterne;Henrik Frandsen;30
Sønderborgkredsen;1. Nordborg;M;Moderaterne;Mette Kierkgaard;10
Sønderborgkredsen;1. Nordborg;M;Moderaterne;Kasper Søstrøm Müller;2
Sønderborgkredsen;1. Nordborg;M;Moderaterne;Frida Bruun;3
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Partiliste;61
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Peter Kofod;52
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Jon Krongaard;0
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Søren Rasmussen;1
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Lasse Holmqvist;0
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Josephine Alstrup;2
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Susanne Eilersen;2
Sønderborgkredsen;1. Nordborg;O;Dansk Folkeparti;Lene Baggesø;1
Sønderborgkredsen;1. Nordborg;Q;Frie Grønne;Partiliste;0
Sønderborgkredsen;1. Nordborg;Q;Frie Grønne;Marianne Karlberg;1
Sønderborgkredsen;1. Nordborg;Q;Frie Grønne;Viola Kirkegaard Kräge;0
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Partiliste;117
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Chris Preuss;329
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Niels Henning Bladt;6
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Tilde Holch Duedahl;2
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Preben Friis-Hauge;2
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Eva Kjer Hansen;28
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Tobias Jørgensen;1
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Anni Matthiesen;4
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Christoffer Aagaard Melson;1
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Kasper B. Mundt;1
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Jacob Chr. Nielsen;4
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Klaus Sandfeld;0
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Hans Christian Schmidt;13
Sønderborgkredsen;1. Nordborg;V;Venstre, Danmarks Liberale Parti;Rikke Tangaa;0
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Partiliste;345
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Jenny Andresen;20
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Patrick Culmsee Bryhl;12
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Søren Espersen;40
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Karina Adsbøl;25
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Michael Mikkelsen;3
Sønderborgkredsen;1. Nordborg;Æ;Danmarksdemokraterne;Kenneth Fredslund Petersen;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Partiliste;36
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Johanna-Maria Precht;5
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Søren Egge Rasmussen;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Rasmus Vestergaard Madsen;3
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Sarah Nørris;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Selma Bolø;3
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Jan Filbært;0
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Mathias Dahl Christiansen;1
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Marianne Ishøi Mose;0
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Helene Hellesøe Appel;2
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Benny Dall;2
Sønderborgkredsen;1. Nordborg;Ø;Enhedslisten - De Rød-Grønne;Sabrina Louise Christiansen;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Partiliste;13
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Nilas Bay-Foged;4
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Ditte Madvig Evald;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Mikael Winther;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Rinnie Ilsøe;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Jørn Bjorholm;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Ane Line Søndergaard;1
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Hans Biering Fonsbøl;0
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Astrid Reese Fogh;1
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Benjamin Strand Andersen;1
Sønderborgkredsen;1. Nordborg;Å;Alternativet;Carsten Sohl;0
Sønderborgkredsen;1. Nordborg;(Uden for parti);(Uden for parti);Kent Nielsen;2
Sønderborgkredsen;1. Nordborg;(Uden for parti);(Uden for parti);Kenneth Vestergaard;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Partiliste;234
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Benny Engelbrecht;337
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Niels Ole Beck;2
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Tommi Christensen;2
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Kim Eskesen;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Barbara Krarup Hansen;3
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Theis Kylling Hommeltoft;1
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Anders Kronborg;4
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Bjørn Laursen;1
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Christian Rabjerg Madsen;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Jesper Petersen;13
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Kris Jensen Skriver;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Jens Jonatan Steen;0
Sønderborgkredsen;2. Havnbjerg;A;Socialdemokratiet;Birgitte Vind;1
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Partiliste;8
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Lasse Skov Ovesen;2
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Lotte Rod;1
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Nils Sjøberg;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Ole Lynggaard Jørgensen;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Anne Marie Geisler Andersen;2
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Bjarne Lastein;0
Sønderborgkredsen;2. Havnbjerg;B;Radikale Venstre;Finn Hartvig Nielsen;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Partiliste;14
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Niels Flemming Hansen;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Rasmus Dahlberg;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Rasmus Elkjær Larsen;2
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Jesper Højmark Esbensen;5
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Steffen Hansen;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Steen Holm Iversen;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Birgitte Klippert;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Dan Foss Kragh;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Christian Lorenzen;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Casper Nørgaard Maglekær;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Frederik Bloch Münster;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Kirsten Hassing Nielsen;2
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Rikke Norlyk;1
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Rasmus Sandvej;0
Sønderborgkredsen;2. Havnbjerg;C;Det Konservative Folkeparti;Dorthe Schmittroth;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Partiliste;41
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Pernille Vermund;98
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Bo Kleis Christensen;19
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Tom Andkjær;3
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Karsten Byrgesen;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Rune Bønnelykke;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Jan Køpke Christensen;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Kim Andkjær Doberck;1
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Hans-Christian Gjerlevsen;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Henrik Husted;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Marianne Mathiesen;0
Sønderborgkredsen;2. Havnbjerg;D;Nye Borgerlige;Thomas Vedsted;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Partiliste;41
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Nanna Bonde;19
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Christian Mutwa Christensen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Karina Lorentzen Dehnhardt;6
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Milo Jacobsen Gaarde;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;David Dam Jensen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;John Hyrup Jensen;2
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Laurits Kaae;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Wanda Madsen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Karin B. Nissen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Lars Olesen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Gunner Poulsen;1
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Susanne Stenstrop Thorsen;0
Sønderborgkredsen;2. Havnbjerg;F;SF - Socialistisk Folkeparti;Simon Dahl Verner;1
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Partiliste;47
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Henrik Dahl;3
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Carl Andersen;1
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Helena Artmann Andresen;3
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Mikkel Pedersen;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Tobias Pagh;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Carsten Andersen;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Kim Alexander Jensen;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Kenneth Kirkeby;0
Sønderborgkredsen;2. Havnbjerg;I;Liberal Alliance;Dorthe Wildt Nielsen;0
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Partiliste;5
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Mirjam Fibiger Olesen;1
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Søren Lydeking Pedersen;0
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Ester Esmarch;0
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Frits Simmelsgaard Kristensen;0
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Poul Harald Holm;1
Sønderborgkredsen;2. Havnbjerg;K;KD - Kristendemokraterne;Henrik Engelbrekt Refshauge;0
Sønderborgkredsen;2. Havnbjerg;M;Moderaterne;Partiliste;57
Sønderborgkredsen;2. Havnbjerg;M;Moderaterne;Henrik Frandsen;23
Sønderborgkredsen;2. Havnbjerg;M;Moderaterne;Mette Kierkgaard;8
Sønderborgkredsen;2. Havnbjerg;M;Moderaterne;Kasper Søstrøm Müller;3
Sønderborgkredsen;2. Havnbjerg;M;Moderaterne;Frida Bruun;1
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Partiliste;24
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Peter Kofod;26
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Jon Krongaard;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Søren Rasmussen;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Lasse Holmqvist;0
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Josephine Alstrup;2
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Susanne Eilersen;1
Sønderborgkredsen;2. Havnbjerg;O;Dansk Folkeparti;Lene Baggesø;1
Sønderborgkredsen;2. Havnbjerg;Q;Frie Grønne;Partiliste;1
Sønderborgkredsen;2. Havnbjerg;Q;Frie Grønne;Marianne Karlberg;0
Sønderborgkredsen;2. Havnbjerg;Q;Frie Grønne;Viola Kirkegaard Kräge;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Partiliste;48
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Chris Preuss;89
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Niels Henning Bladt;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Tilde Holch Duedahl;4
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Preben Friis-Hauge;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Eva Kjer Hansen;4
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Tobias Jørgensen;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Anni Matthiesen;6
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Christoffer Aagaard Melson;1
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Kasper B. Mundt;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Jacob Chr. Nielsen;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Klaus Sandfeld;0
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Hans Christian Schmidt;3
Sønderborgkredsen;2. Havnbjerg;V;Venstre, Danmarks Liberale Parti;Rikke Tangaa;1
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Partiliste;152
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Jenny Andresen;11
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Patrick Culmsee Bryhl;8
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Søren Espersen;18
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Karina Adsbøl;13
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Michael Mikkelsen;2
Sønderborgkredsen;2. Havnbjerg;Æ;Danmarksdemokraterne;Kenneth Fredslund Petersen;2
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Partiliste;20
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Johanna-Maria Precht;3
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Søren Egge Rasmussen;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Rasmus Vestergaard Madsen;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Sarah Nørris;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Selma Bolø;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Jan Filbært;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Mathias Dahl Christiansen;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Marianne Ishøi Mose;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Helene Hellesøe Appel;1
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Benny Dall;0
Sønderborgkredsen;2. Havnbjerg;Ø;Enhedslisten - De Rød-Grønne;Sabrina Louise Christiansen;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Partiliste;10
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Nilas Bay-Foged;1
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Ditte Madvig Evald;2
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Mikael Winther;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Rinnie Ilsøe;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Jørn Bjorholm;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Ane Line Søndergaard;1
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Hans Biering Fonsbøl;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Astrid Reese Fogh;0
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Benjamin Strand Andersen;1
Sønderborgkredsen;2. Havnbjerg;Å;Alternativet;Carsten Sohl;1
Sønderborgkredsen;2. Havnbjerg;(Uden for parti);(Uden for parti);Kent Nielsen;0
Sønderborgkredsen;2. Havnbjerg;(Uden for parti);(Uden for parti);Kenneth Vestergaard;0
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Partiliste;312
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Benny Engelbrecht;406
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Niels Ole Beck;2
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Tommi Christensen;2
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Kim Eskesen;1
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Barbara Krarup Hansen;5
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Theis Kylling Hommeltoft;3
Sønderborgkredsen;3. Egen;A;Socialdemokratiet;Anders Kronborg;1
