Afstemningsområde,Partibogstav,Stemmetal,procent_22
27. Lysbro,S,1264,25.1
27. Lysbro,R,192,3.8
27. Lysbro,K,364,7.2
27. Lysbro,NB,106,2.1
27. Lysbro,SF,462,9.2
27. Lysbro,LA,466,9.2
27. Lysbro,M,656,13.0
27. Lysbro,DF,58,1.2
27. Lysbro,FG,8,0.2
27. Lysbro,V,862,17.1
27. Lysbro,ALT,116,2.3
27. Lysbro,DD,262,5.2
27. Lysbro,EL,186,3.7
27. Nørrevangsskolen,UP,6,0.1
27. Nørrevangsskolen,S,2190,42.3
27. Nørrevangsskolen,R,92,1.8
27. Nørrevangsskolen,K,108,2.1
27. Nørrevangsskolen,NB,286,5.5
27. Nørrevangsskolen,SF,378,7.3
27. Nørrevangsskolen,LA,294,5.7
27. Nørrevangsskolen,M,196,3.8
27. Nørrevangsskolen,DF,246,4.8
27. Nørrevangsskolen,FG,94,1.8
27. Nørrevangsskolen,V,428,8.3
27. Nørrevangsskolen,ALT,76,1.5
27. Nørrevangsskolen,DD,470,9.1
27. Nørrevangsskolen,EL,274,5.3
27. Oure,UP,6,0.3
27. Oure,S,742,31.0
27. Oure,R,58,2.4
27. Oure,K,76,3.2
27. Oure,NB,98,4.1
27. Oure,SF,288,12.1
27. Oure,LA,112,4.7
27. Oure,M,228,9.5
27. Oure,DF,74,3.1
27. Oure,FG,6,0.3
27. Oure,V,256,10.7
27. Oure,ALT,86,3.6
27. Oure,DD,204,8.5
27. Oure,EL,144,6.0
27. Rækker Mølle,UP,2,0.1
27. Rækker Mølle,S,292,15.3
27. Rækker Mølle,R,22,1.2
27. Rækker Mølle,K,90,4.7
27. Rækker Mølle,NB,106,5.6
27. Rækker Mølle,SF,42,2.2
27. Rækker Mølle,LA,138,7.2
27. Rækker Mølle,M,104,5.5
27. Rækker Mølle,DF,26,1.4
27. Rækker Mølle,FG,4,0.2
27. Rækker Mølle,V,522,27.4
27. Rækker Mølle,ALT,18,0.9
27. Rækker Mølle,DD,336,17.6
27. Rækker Mølle,EL,16,0.8
27. Starup,UP,2,0.2
27. Starup,S,206,16.6
27. Starup,R,8,0.6
27. Starup,K,38,3.1
27. Starup,NB,124,10.0
27. Starup,SF,42,3.4
27. Starup,LA,82,6.6
27. Starup,M,94,7.6
27. Starup,DF,48,3.9
27. Starup,FG,0,0.0
27. Starup,V,350,28.3
27. Starup,ALT,8,0.6
27. Starup,DD,218,17.6
27. Starup,EL,6,0.5
27. Sønderbroskolen,UP,14,0.1
27. Sønderbroskolen,S,2674,26.9
27. Sønderbroskolen,R,642,6.5
27. Sønderbroskolen,K,424,4.3
27. Sønderbroskolen,NB,194,2.0
27. Sønderbroskolen,SF,790,8.0
27. Sønderbroskolen,LA,1298,13.1
27. Sønderbroskolen,M,822,8.3
27. Sønderbroskolen,DF,124,1.2
27. Sønderbroskolen,FG,126,1.3
27. Sønderbroskolen,V,1168,11.8
27. Sønderbroskolen,ALT,438,4.4
27. Sønderbroskolen,DD,530,5.3
27. Sønderbroskolen,EL,650,6.5
27. Ugilt,UP,2,0.1
27. Ugilt,S,442,31.5
27. Ugilt,R,8,0.6
27. Ugilt,K,80,5.7
27. Ugilt,NB,84,6.0
27. Ugilt,SF,40,2.8
27. Ugilt,LA,56,4.0
27. Ugilt,M,48,3.4
27. Ugilt,DF,28,2.0
27. Ugilt,FG,0,0.0
27. Ugilt,V,174,12.4
27. Ugilt,ALT,16,1.1
27. Ugilt,DD,398,28.3
27. Ugilt,EL,22,1.6
"27. Via University, Ceresbyen",UP,4,0.0
"27. Via University, Ceresbyen",S,1384,12.0
"27. Via University, Ceresbyen",R,1314,11.4
"27. Via University, Ceresbyen",K,558,4.9
"27. Via University, Ceresbyen",NB,146,1.3
"27. Via University, Ceresbyen",SF,1080,9.4
"27. Via University, Ceresbyen",LA,2242,19.5
"27. Via University, Ceresbyen",M,1226,10.7
"27. Via University, Ceresbyen",DF,36,0.3
"27. Via University, Ceresbyen",FG,44,0.4
"27. Via University, Ceresbyen",V,1608,14.0
"27. Via University, Ceresbyen",ALT,646,5.6
"27. Via University, Ceresbyen",DD,146,1.3
"27. Via University, Ceresbyen",EL,1016,8.8
27. Vildbjerg,UP,2,0.0
27. Vildbjerg,S,1198,21.3
27. Vildbjerg,R,68,1.2
27. Vildbjerg,K,294,5.2
27. Vildbjerg,NB,144,2.6
27. Vildbjerg,SF,270,4.8
27. Vildbjerg,LA,362,6.4
27. Vildbjerg,M,400,7.1
27. Vildbjerg,DF,108,1.9
27. Vildbjerg,FG,14,0.2
27. Vildbjerg,V,1530,27.2
27. Vildbjerg,ALT,50,0.9
27. Vildbjerg,DD,924,16.4
27. Vildbjerg,EL,50,0.9
28. 6. Nord,UP,26,0.2
28. 6. Nord,S,2518,22.8
28. 6. Nord,R,666,6.0
28. 6. Nord,K,364,3.3
28. 6. Nord,NB,184,1.7
28. 6. Nord,SF,1474,13.3
28. 6. Nord,LA,558,5.0
28. 6. Nord,M,752,6.8
28. 6. Nord,DF,250,2.3
28. 6. Nord,FG,386,3.5
28. 6. Nord,V,600,5.4
28. 6. Nord,ALT,1048,9.5
28. 6. Nord,DD,280,2.5
28. 6. Nord,EL,1922,17.4
28. Alderslyst,UP,14,0.3
28. Alderslyst,S,1728,31.8
28. Alderslyst,R,174,3.2
28. Alderslyst,K,374,6.9
28. Alderslyst,NB,132,2.4
28. Alderslyst,SF,520,9.6
28. Alderslyst,LA,388,7.2
28. Alderslyst,M,450,8.3
28. Alderslyst,DF,152,2.8
28. Alderslyst,FG,12,0.2
28. Alderslyst,V,710,13.1
28. Alderslyst,ALT,124,2.3
28. Alderslyst,DD,344,6.3
28. Alderslyst,EL,280,5.2
28. Femø,UP,0,0.0
28. Femø,S,50,32.1
28. Femø,R,0,0.0
28. Femø,K,8,5.1
28. Femø,NB,4,2.6
28. Femø,SF,14,9.0
28. Femø,LA,6,3.8
28. Femø,M,14,9.0
28. Femø,DF,8,5.1
28. Femø,FG,0,0.0
28. Femø,V,14,9.0
28. Femø,ALT,10,6.4
28. Femø,DD,22,14.1
28. Femø,EL,6,3.8
28. Fritidscentret,UP,16,0.3
28. Fritidscentret,S,1436,27.0
28. Fritidscentret,R,154,2.9
28. Fritidscentret,K,264,5.0
28. Fritidscentret,NB,252,4.7
28. Fritidscentret,SF,422,7.9
28. Fritidscentret,LA,694,13.0
28. Fritidscentret,M,410,7.7
28. Fritidscentret,DF,124,2.3
28. Fritidscentret,FG,30,0.6
28. Fritidscentret,V,642,12.1
28. Fritidscentret,ALT,188,3.5
28. Fritidscentret,DD,294,5.5
28. Fritidscentret,EL,356,6.7
28. Kobberbakkeskolen - Sydby,UP,18,0.3
28. Kobberbakkeskolen - Sydby,S,2282,41.1
28. Kobberbakkeskolen - Sydby,R,142,2.6
28. Kobberbakkeskolen - Sydby,K,252,4.5
28. Kobberbakkeskolen - Sydby,NB,214,3.9
28. Kobberbakkeskolen - Sydby,SF,474,8.5
28. Kobberbakkeskolen - Sydby,LA,312,5.6
28. Kobberbakkeskolen - Sydby,M,498,9.0
28. Kobberbakkeskolen - Sydby,DF,272,4.9
28. Kobberbakkeskolen - Sydby,FG,34,0.6
28. Kobberbakkeskolen - Sydby,V,470,8.5
28. Kobberbakkeskolen - Sydby,ALT,62,1.1
28. Kobberbakkeskolen - Sydby,DD,346,6.2
28. Kobberbakkeskolen - Sydby,EL,148,2.7
28. Lendum,UP,2,0.1
28. Lendum,S,580,32.1
28. Lendum,R,12,0.7
28. Lendum,K,52,2.9
28. Lendum,NB,140,7.7
28. Lendum,SF,50,2.8
28. Lendum,LA,110,6.1
28. Lendum,M,104,5.8
28. Lendum,DF,50,2.8
28. Lendum,FG,4,0.2
28. Lendum,V,226,12.5
28. Lendum,ALT,16,0.9
28. Lendum,DD,432,23.9
28. Lendum,EL,16,0.9
28. Nordenskov,UP,0,0.0
28. Nordenskov,S,324,19.9
28. Nordenskov,R,26,1.6
28. Nordenskov,K,84,5.2
28. Nordenskov,NB,104,6.4
28. Nordenskov,SF,52,3.2
28. Nordenskov,LA,116,7.1
28. Nordenskov,M,80,4.9
28. Nordenskov,DF,48,2.9
28. Nordenskov,FG,0,0.0
28. Nordenskov,V,482,29.6
28. Nordenskov,ALT,10,0.6
28. Nordenskov,DD,274,16.8
28. Nordenskov,EL,22,1.3
28. Nordkraft,UP,6,0.1
28. Nordkraft,S,1900,18.3
28. Nordkraft,R,782,7.5
28. Nordkraft,K,526,5.1
28. Nordkraft,NB,118,1.1
28. Nordkraft,SF,834,8.0
28. Nordkraft,LA,1812,17.4
28. Nordkraft,M,970,9.3
28. Nordkraft,DF,80,0.8
28. Nordkraft,FG,50,0.5
28. Nordkraft,V,1600,15.4
28. Nordkraft,ALT,570,5.5
28. Nordkraft,DD,464,4.5
28. Nordkraft,EL,670,6.4
28. Nørup Nord,UP,0,0.0
28. Nørup Nord,S,446,21.1
28. Nørup Nord,R,42,2.0
28. Nørup Nord,K,80,3.8
28. Nørup Nord,NB,92,4.4
28. Nørup Nord,SF,114,5.4
28. Nørup Nord,LA,128,6.1
28. Nørup Nord,M,236,11.2
28. Nørup Nord,DF,60,2.8
28. Nørup Nord,FG,6,0.3
28. Nørup Nord,V,462,21.9
28. Nørup Nord,ALT,48,2.3
28. Nørup Nord,DD,334,15.8
28. Nørup Nord,EL,60,2.8
28. Rasmus Rask-Skolen,UP,10,0.1
28. Rasmus Rask-Skolen,S,2180,27.6
28. Rasmus Rask-Skolen,R,192,2.4
28. Rasmus Rask-Skolen,K,668,8.5
28. Rasmus Rask-Skolen,NB,226,2.9
28. Rasmus Rask-Skolen,SF,566,7.2
28. Rasmus Rask-Skolen,LA,644,8.2
28. Rasmus Rask-Skolen,M,1046,13.3
28. Rasmus Rask-Skolen,DF,166,2.1
28. Rasmus Rask-Skolen,FG,32,0.4
28. Rasmus Rask-Skolen,V,1284,16.3
28. Rasmus Rask-Skolen,ALT,92,1.2
28. Rasmus Rask-Skolen,DD,538,6.8
28. Rasmus Rask-Skolen,EL,166,2.1
28. Ribe,UP,0,0.0
28. Ribe,S,4314,30.1
28. Ribe,R,294,2.1
28. Ribe,K,584,4.1
28. Ribe,NB,708,4.9
28. Ribe,SF,1258,8.8
28. Ribe,LA,960,6.7
28. Ribe,M,1318,9.2
28. Ribe,DF,306,2.1
28. Ribe,FG,20,0.1
28. Ribe,V,2488,17.4
28. Ribe,ALT,238,1.7
28. Ribe,DD,1320,9.2
28. Ribe,EL,474,3.3
28. Stauning,UP,0,0.0
28. Stauning,S,292,19.5
28. Stauning,R,24,1.6
28. Stauning,K,100,6.7
28. Stauning,NB,74,4.9
28. Stauning,SF,68,4.5
28. Stauning,LA,120,8.0
28. Stauning,M,88,5.9
28. Stauning,DF,26,1.7
28. Stauning,FG,0,0.0
28. Stauning,V,298,19.9
28. Stauning,ALT,20,1.3
28. Stauning,DD,304,20.3
28. Stauning,EL,22,1.5
"28. TST Aktiv-Center, Tilst",UP,6,0.1
"28. TST Aktiv-Center, Tilst",S,3140,30.9
"28. TST Aktiv-Center, Tilst",R,470,4.6
"28. TST Aktiv-Center, Tilst",K,426,4.2
"28. TST Aktiv-Center, Tilst",NB,340,3.3
"28. TST Aktiv-Center, Tilst",SF,738,7.3
"28. TST Aktiv-Center, Tilst",LA,934,9.2
"28. TST Aktiv-Center, Tilst",M,802,7.9
"28. TST Aktiv-Center, Tilst",DF,166,1.6
"28. TST Aktiv-Center, Tilst",FG,516,5.1
"28. TST Aktiv-Center, Tilst",V,978,9.6
"28. TST Aktiv-Center, Tilst",ALT,344,3.4
"28. TST Aktiv-Center, Tilst",DD,572,5.6
"28. TST Aktiv-Center, Tilst",EL,638,6.3
28. Vind,UP,0,0.0
28. Vind,S,164,24.8
28. Vind,R,8,1.2
28. Vind,K,36,5.5
28. Vind,NB,20,3.0
28. Vind,SF,36,5.5
28. Vind,LA,38,5.8
28. Vind,M,38,5.8
28. Vind,DF,6,0.9
28. Vind,FG,0,0.0
28. Vind,V,160,24.2
28. Vind,ALT,8,1.2
28. Vind,DD,118,17.9
28. Vind,EL,16,2.4
28. Vojens Vest,UP,2,0.1
28. Vojens Vest,S,1442,37.5
28. Vojens Vest,R,48,1.2
28. Vojens Vest,K,128,3.3
28. Vojens Vest,NB,266,6.9
28. Vojens Vest,SF,150,3.9
28. Vojens Vest,LA,188,4.9
28. Vojens Vest,M,264,6.9
28. Vojens Vest,DF,146,3.8
28. Vojens Vest,FG,4,0.1
28. Vojens Vest,V,640,16.6
28. Vojens Vest,ALT,48,1.2
28. Vojens Vest,DD,442,11.5
28. Vojens Vest,EL,62,1.6
29. 6. Øst,UP,18,0.3
29. 6. Øst,S,1596,25.2
29. 6. Øst,R,344,5.4
29. 6. Øst,K,250,3.9
29. 6. Øst,NB,158,2.5
29. 6. Øst,SF,750,11.8
29. 6. Øst,LA,422,6.7
29. 6. Øst,M,450,7.1
29. 6. Øst,DF,194,3.1
29. 6. Øst,FG,216,3.4
29. 6. Øst,V,428,6.7
29. 6. Øst,ALT,434,6.8
29. 6. Øst,DD,162,2.6
29. 6. Øst,EL,902,14.2
29. Gigantium,UP,12,0.1
29. Gigantium,S,3348,29.8
29. Gigantium,R,654,5.8
29. Gigantium,K,504,4.5
29. Gigantium,NB,200,1.8
29. Gigantium,SF,906,8.1
29. Gigantium,LA,1274,11.3
29. Gigantium,M,948,8.4
29. Gigantium,DF,124,1.1
29. Gigantium,FG,86,0.8
29. Gigantium,V,1404,12.5
29. Gigantium,ALT,420,3.7
29. Gigantium,DD,704,6.3
29. Gigantium,EL,620,5.5
29. Horslunde,UP,6,0.2
29. Horslunde,S,1018,38.4
29. Horslunde,R,16,0.6
29. Horslunde,K,76,2.9
29. Horslunde,NB,162,6.1
29. Horslunde,SF,164,6.2
29. Horslunde,LA,62,2.3
29. Horslunde,M,228,8.6
29. Horslunde,DF,146,5.5
29. Horslunde,FG,2,0.1
29. Horslunde,V,290,11.0
29. Horslunde,ALT,28,1.1
29. Horslunde,DD,344,13.0
29. Horslunde,EL,94,3.5
29. Hostrup,UP,2,0.2
29. Hostrup,S,306,28.3
29. Hostrup,R,10,0.9
29. Hostrup,K,72,6.7
29. Hostrup,NB,84,7.8
29. Hostrup,SF,74,6.9
29. Hostrup,LA,38,3.5
29. Hostrup,M,102,9.4
29. Hostrup,DF,40,3.7
29. Hostrup,FG,0,0.0
29. Hostrup,V,142,13.1
29. Hostrup,ALT,18,1.7
29. Hostrup,DD,172,15.9
29. Hostrup,EL,14,1.3
29. Jysk Arena,UP,10,0.1
29. Jysk Arena,S,2764,33.9
29. Jysk Arena,R,244,3.0
29. Jysk Arena,K,602,7.4
29. Jysk Arena,NB,210,2.6
29. Jysk Arena,SF,604,7.4
29. Jysk Arena,LA,578,7.1
29. Jysk Arena,M,572,7.0
29. Jysk Arena,DF,200,2.5
29. Jysk Arena,FG,88,1.1
29. Jysk Arena,V,1118,13.7
29. Jysk Arena,ALT,144,1.8
29. Jysk Arena,DD,532,6.5
29. Jysk Arena,EL,402,4.9
29. Kobberbakkeskolen - Rønnebæk,UP,0,0.0
29. Kobberbakkeskolen - Rønnebæk,S,384,32.2
29. Kobberbakkeskolen - Rønnebæk,R,18,1.5
29. Kobberbakkeskolen - Rønnebæk,K,56,4.7
29. Kobberbakkeskolen - Rønnebæk,NB,46,3.9
29. Kobberbakkeskolen - Rønnebæk,SF,98,8.2
29. Kobberbakkeskolen - Rønnebæk,LA,88,7.4
29. Kobberbakkeskolen - Rønnebæk,M,142,11.9
29. Kobberbakkeskolen - Rønnebæk,DF,64,5.4
29. Kobberbakkeskolen - Rønnebæk,FG,6,0.5
29. Kobberbakkeskolen - Rønnebæk,V,118,9.9
29. Kobberbakkeskolen - Rønnebæk,ALT,32,2.7
29. Kobberbakkeskolen - Rønnebæk,DD,102,8.5
29. Kobberbakkeskolen - Rønnebæk,EL,36,3.0
29. Skrydstrup,UP,0,0.0
29. Skrydstrup,S,328,28.2
29. Skrydstrup,R,20,1.7
29. Skrydstrup,K,32,2.7
29. Skrydstrup,NB,134,11.5
29. Skrydstrup,SF,34,2.9
29. Skrydstrup,LA,60,5.2
29. Skrydstrup,M,90,7.7
29. Skrydstrup,DF,58,5.0
29. Skrydstrup,FG,0,0.0
29. Skrydstrup,V,212,18.2
29. Skrydstrup,ALT,10,0.9
29. Skrydstrup,DD,170,14.6
29. Skrydstrup,EL,12,1.0
29. Tingløkkeskolen,UP,4,0.0
29. Tingløkkeskolen,S,2216,27.2
29. Tingløkkeskolen,R,318,3.9
29. Tingløkkeskolen,K,696,8.5
29. Tingløkkeskolen,NB,198,2.4
29. Tingløkkeskolen,SF,772,9.5
29. Tingløkkeskolen,LA,624,7.6
29. Tingløkkeskolen,M,1112,13.6
29. Tingløkkeskolen,DF,158,1.9
29. Tingløkkeskolen,FG,172,2.1
29. Tingløkkeskolen,V,956,11.7
29. Tingløkkeskolen,ALT,220,2.7
29. Tingløkkeskolen,DD,332,4.1
29. Tingløkkeskolen,EL,342,4.2
29. Vandel Nord,UP,2,0.1
29. Vandel Nord,S,442,24.3
29. Vandel Nord,R,46,2.5
29. Vandel Nord,K,88,4.8
29. Vandel Nord,NB,114,6.3
29. Vandel Nord,SF,98,5.4
29. Vandel Nord,LA,98,5.4
29. Vandel Nord,M,176,9.7
29. Vandel Nord,DF,70,3.8
29. Vandel Nord,FG,4,0.2
29. Vandel Nord,V,314,17.2
29. Vandel Nord,ALT,22,1.2
29. Vandel Nord,DD,300,16.5
29. Vandel Nord,EL,30,1.6
29. Vestervangsskolen,UP,6,0.1
29. Vestervangsskolen,S,3144,37.6
29. Vestervangsskolen,R,206,2.5
29. Vestervangsskolen,K,332,4.0
29. Vestervangsskolen,NB,278,3.3
29. Vestervangsskolen,SF,590,7.1
29. Vestervangsskolen,LA,714,8.5
29. Vestervangsskolen,M,556,6.6
29. Vestervangsskolen,DF,218,2.6
29. Vestervangsskolen,FG,34,0.4
29. Vestervangsskolen,V,1130,13.5
29. Vestervangsskolen,ALT,152,1.8
29. Vestervangsskolen,DD,556,6.6
29. Vestervangsskolen,EL,408,4.9
29. Vinding,UP,6,0.3
29. Vinding,S,386,18.0
29. Vinding,R,18,0.8
29. Vinding,K,128,6.0
29. Vinding,NB,84,3.9
29. Vinding,SF,96,4.5
29. Vinding,LA,186,8.7
29. Vinding,M,96,4.5
29. Vinding,DF,34,1.6
29. Vinding,FG,2,0.1
29. Vinding,V,606,28.3
29. Vinding,ALT,18,0.8
29. Vinding,DD,342,16.0
29. Vinding,EL,28,1.3
3. 1. Syd,UP,32,0.2
3. 1. Syd,S,3244,16.2
3. 1. Syd,R,1928,9.6
3. 1. Syd,K,1030,5.1
3. 1. Syd,NB,216,1.1
3. 1. Syd,SF,2520,12.6
3. 1. Syd,LA,1756,8.8
3. 1. Syd,M,2128,10.6
3. 1. Syd,DF,178,0.9
3. 1. Syd,FG,132,0.7
3. 1. Syd,V,1748,8.7
3. 1. Syd,ALT,2270,11.3
3. 1. Syd,DD,174,0.9
3. 1. Syd,EL,2610,13.0
"3. 10. Kreds, Bülowsvej",UP,24,0.1
"3. 10. Kreds, Bülowsvej",S,3246,16.6
"3. 10. Kreds, Bülowsvej",R,1846,9.4
"3. 10. Kreds, Bülowsvej",K,1374,7.0
"3. 10. Kreds, Bülowsvej",NB,224,1.1
"3. 10. Kreds, Bülowsvej",SF,2170,11.1
"3. 10. Kreds, Bülowsvej",LA,1950,10.0
"3. 10. Kreds, Bülowsvej",M,2154,11.0
"3. 10. Kreds, Bülowsvej",DF,190,1.0
"3. 10. Kreds, Bülowsvej",FG,158,0.8
"3. 10. Kreds, Bülowsvej",V,1992,10.2
"3. 10. Kreds, Bülowsvej",ALT,1684,8.6
"3. 10. Kreds, Bülowsvej",DD,238,1.2
"3. 10. Kreds, Bülowsvej",EL,2258,11.6
3. Bastionen,UP,12,0.1
3. Bastionen,S,3196,35.9
3. Bastionen,R,254,2.9
3. Bastionen,K,430,4.8
3. Bastionen,NB,244,2.7
3. Bastionen,SF,822,9.2
3. Bastionen,LA,586,6.6
3. Bastionen,M,970,10.9
3. Bastionen,DF,210,2.4
3. Bastionen,FG,14,0.2
3. Bastionen,V,1068,12.0
3. Bastionen,ALT,200,2.2
3. Bastionen,DD,558,6.3
3. Bastionen,EL,320,3.6
3. Brårup,UP,14,0.2
3. Brårup,S,3144,37.9
3. Brårup,R,154,1.9
3. Brårup,K,394,4.7
3. Brårup,NB,184,2.2
3. Brårup,SF,602,7.3
3. Brårup,LA,498,6.0
3. Brårup,M,434,5.2
3. Brårup,DF,182,2.2
3. Brårup,FG,46,0.6
3. Brårup,V,932,11.2
3. Brårup,ALT,90,1.1
3. Brårup,DD,1342,16.2
3. Brårup,EL,210,2.5
3. Brødeskov,UP,0,0.0
3. Brødeskov,S,232,19.7
3. Brødeskov,R,60,5.1
3. Brødeskov,K,72,6.1
3. Brødeskov,NB,84,7.1
3. Brødeskov,SF,88,7.5
3. Brødeskov,LA,144,12.2
3. Brødeskov,M,144,12.2
3. Brødeskov,DF,46,3.9
3. Brødeskov,FG,2,0.2
3. Brødeskov,V,184,15.6
3. Brødeskov,ALT,38,3.2
3. Brødeskov,DD,42,3.6
3. Brødeskov,EL,44,3.7
3. Dronninglund,UP,2,0.0
3. Dronninglund,S,2296,35.4
3. Dronninglund,R,146,2.2
3. Dronninglund,K,258,4.0
3. Dronninglund,NB,214,3.3
3. Dronninglund,SF,340,5.2
3. Dronninglund,LA,430,6.6
3. Dronninglund,M,440,6.8
3. Dronninglund,DF,108,1.7
3. Dronninglund,FG,6,0.1
3. Dronninglund,V,920,14.2
3. Dronninglund,ALT,78,1.2
3. Dronninglund,DD,1042,16.1
3. Dronninglund,EL,164,2.5
3. Egegård,UP,4,0.0
3. Egegård,S,2788,30.6
3. Egegård,R,440,4.8
3. Egegård,K,434,4.8
3. Egegård,NB,300,3.3
3. Egegård,SF,996,10.9
3. Egegård,LA,640,7.0
3. Egegård,M,968,10.6
3. Egegård,DF,380,4.2
3. Egegård,FG,154,1.7
3. Egegård,V,876,9.6
3. Egegård,ALT,216,2.4
3. Egegård,DD,410,4.5
3. Egegård,EL,470,5.2
3. Egen,UP,0,0.0
3. Egen,S,1534,36.3
3. Egen,R,58,1.4
3. Egen,K,96,2.3
3. Egen,NB,414,9.8
3. Egen,SF,110,2.6
3. Egen,LA,216,5.1
3. Egen,M,302,7.1
3. Egen,DF,132,3.1
3. Egen,FG,10,0.2
3. Egen,V,604,14.3
3. Egen,ALT,36,0.9
3. Egen,DD,628,14.8
3. Egen,EL,78,1.8
3. Enghaven,UP,2,0.0
3. Enghaven,S,1756,35.3
3. Enghaven,R,88,1.8
3. Enghaven,K,194,3.9
3. Enghaven,NB,320,6.4
3. Enghaven,SF,380,7.6
3. Enghaven,LA,288,5.8
3. Enghaven,M,502,10.1
3. Enghaven,DF,178,3.6
3. Enghaven,FG,10,0.2
3. Enghaven,V,556,11.2
3. Enghaven,ALT,100,2.0
3. Enghaven,DD,404,8.1
3. Enghaven,EL,186,3.7
3. Erritsø,UP,2,0.0
3. Erritsø,S,3898,30.8
3. Erritsø,R,268,2.1
3. Erritsø,K,726,5.7
3. Erritsø,NB,544,4.3
3. Erritsø,SF,766,6.0
3. Erritsø,LA,1168,9.2
3. Erritsø,M,1516,12.0
3. Erritsø,DF,366,2.9
3. Erritsø,FG,16,0.1
3. Erritsø,V,1718,13.6
3. Erritsø,ALT,184,1.5
3. Erritsø,DD,1168,9.2
3. Erritsø,EL,278,2.2
3. Faxe,UP,14,0.2
3. Faxe,S,2016,34.9
3. Faxe,R,78,1.3
3. Faxe,K,180,3.1
3. Faxe,NB,330,5.7
3. Faxe,SF,416,7.2
3. Faxe,LA,380,6.6
3. Faxe,M,536,9.3
3. Faxe,DF,292,5.1
3. Faxe,FG,10,0.2
3. Faxe,V,706,12.2
3. Faxe,ALT,76,1.3
3. Faxe,DD,626,10.8
3. Faxe,EL,108,1.9
3. Frederikssund Syd,UP,2,0.0
3. Frederikssund Syd,S,2534,28.7
3. Frederikssund Syd,R,294,3.3
3. Frederikssund Syd,K,504,5.7
3. Frederikssund Syd,NB,386,4.4
3. Frederikssund Syd,SF,746,8.5
3. Frederikssund Syd,LA,734,8.3
3. Frederikssund Syd,M,982,11.1
3. Frederikssund Syd,DF,280,3.2
3. Frederikssund Syd,FG,30,0.3
3. Frederikssund Syd,V,1382,15.7
3. Frederikssund Syd,ALT,200,2.3
3. Frederikssund Syd,DD,466,5.3
3. Frederikssund Syd,EL,258,2.9
3. Fårvang,UP,2,0.1
3. Fårvang,S,702,31.5
3. Fårvang,R,24,1.1
3. Fårvang,K,144,6.5
3. Fårvang,NB,132,5.9
3. Fårvang,SF,90,4.0
3. Fårvang,LA,142,6.4
3. Fårvang,M,166,7.4
3. Fårvang,DF,56,2.5
3. Fårvang,FG,0,0.0
3. Fårvang,V,354,15.9
3. Fårvang,ALT,28,1.3
3. Fårvang,DD,332,14.9
3. Fårvang,EL,54,2.4
3. Gildbroskolen,UP,14,0.3
3. Gildbroskolen,S,1632,33.6
3. Gildbroskolen,R,170,3.5
3. Gildbroskolen,K,142,2.9
3. Gildbroskolen,NB,204,4.2
3. Gildbroskolen,SF,434,8.9
3. Gildbroskolen,LA,190,3.9
3. Gildbroskolen,M,324,6.7
3. Gildbroskolen,DF,298,6.1
3. Gildbroskolen,FG,440,9.1
3. Gildbroskolen,V,328,6.8
3. Gildbroskolen,ALT,72,1.5
3. Gildbroskolen,DD,294,6.1
3. Gildbroskolen,EL,262,5.4
"3. Gl. Lindholm Skole, Kulturhus",UP,12,0.1
"3. Gl. Lindholm Skole, Kulturhus",S,3670,39.4
"3. Gl. Lindholm Skole, Kulturhus",R,368,3.9
"3. Gl. Lindholm Skole, Kulturhus",K,312,3.3
"3. Gl. Lindholm Skole, Kulturhus",NB,250,2.7
"3. Gl. Lindholm Skole, Kulturhus",SF,900,9.7
"3. Gl. Lindholm Skole, Kulturhus",LA,740,7.9
"3. Gl. Lindholm Skole, Kulturhus",M,498,5.3
"3. Gl. Lindholm Skole, Kulturhus",DF,170,1.8
"3. Gl. Lindholm Skole, Kulturhus",FG,44,0.5
"3. Gl. Lindholm Skole, Kulturhus",V,910,9.8
"3. Gl. Lindholm Skole, Kulturhus",ALT,264,2.8
"3. Gl. Lindholm Skole, Kulturhus",DD,682,7.3
"3. Gl. Lindholm Skole, Kulturhus",EL,474,5.1
3. Gl. Rye,UP,6,0.2
3. Gl. Rye,S,558,21.1
3. Gl. Rye,R,154,5.8
3. Gl. Rye,K,74,2.8
3. Gl. Rye,NB,56,2.1
3. Gl. Rye,SF,446,16.9
3. Gl. Rye,LA,248,9.4
3. Gl. Rye,M,248,9.4
3. Gl. Rye,DF,26,1.0
3. Gl. Rye,FG,2,0.1
3. Gl. Rye,V,246,9.3
3. Gl. Rye,ALT,256,9.7
3. Gl. Rye,DD,120,4.5
3. Gl. Rye,EL,196,7.4
3. Grevinge,UP,14,0.4
3. Grevinge,S,1140,35.5
3. Grevinge,R,50,1.6
3. Grevinge,K,98,3.0
3. Grevinge,NB,194,6.0
3. Grevinge,SF,214,6.7
3. Grevinge,LA,150,4.7
3. Grevinge,M,264,8.2
3. Grevinge,DF,174,5.4
3. Grevinge,FG,10,0.3
3. Grevinge,V,314,9.8
3. Grevinge,ALT,54,1.7
3. Grevinge,DD,392,12.2
3. Grevinge,EL,140,4.4
3. Grønbro Hallen,UP,2,0.1
3. Grønbro Hallen,S,742,29.2
3. Grønbro Hallen,R,48,1.9
3. Grønbro Hallen,K,68,2.7
3. Grønbro Hallen,NB,216,8.5
3. Grønbro Hallen,SF,162,6.4
3. Grønbro Hallen,LA,154,6.1
3. Grønbro Hallen,M,264,10.4
